義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,桶仔,桶子。圓柱形的盛物器具，用木頭、鐵皮、塑料等製成。,,鐵桶,鐵製的桶子、水桶。
,桷仔,作建築使用的方形小木料。,,桷,方形口徑的建材。為鋪在屋頂的木材，與屋脊平行的圓樹幹為「楹」(ênn)，與屋脊垂直的方形長木條為「桷」(kak)。
,梅仔,梅子。梅樹的果實。是一種核果，味道酸，可以醃製成蜜餞，生津止渴。,,梅,木本植物。性質耐寒，葉成卵形，於春冬之際開花，花瓣五片，紅或白色。果實味道極酸，常做成各種醃漬品。
,梅花,花名。梅樹的花，花有五瓣，為白色或紅色，臘月開花者稱「臘梅」，早春開花者稱「春梅」。,,梅,木本植物。性質耐寒，葉成卵形，於春冬之際開花，花瓣五片，紅或白色。果實味道極酸，常做成各種醃漬品。
,梅毒,病名。性病的一種。由梅毒螺旋體侵入人體所引起。初期先在局部發生潰瘍，第二期會產生全身性紅疹，第三期則會造成循環系統和中樞神經系統發生病變。,,歹囝症,花柳病。性病的俗稱。由性接觸引起的傳染病，包括梅毒、淋病、軟性下疳、腹股溝肉芽腫等。
,族親,血統上有關係的族人。,,親族,親戚、族親。有血統關係的同宗族人。
,族譜,記載宗族或家族譜系的簿冊。,,家譜,記載一家世系及傳承的書。
,條,計算細長及分列事物的單位。,,逝,條、行。計算線條或條列文字的單位。
,梨,木本植物。落葉喬木，開白花，果實可吃，木材可做木刻之用。,,梨仔,梨子。瓜果類。梨樹的果實。
,殺,使喪失生命。,,刣,宰殺、屠宰。
,涼,微寒、清涼。,,秋凊,涼爽。清涼舒爽。
,涼,微寒、清涼。,,涼冷,微冷。一般指氣候上的冷。
,涼水,清涼的飲料。,,涼的,冷飲或冰品的總稱。
,梨仔,梨子。瓜果類。梨樹的果實。,,水梨仔,水梨。木本植物，葉子互生，呈卵形或長橢圓形。開白花。果實呈球形，汁多，為一高級水果。
,梨仔,梨子。瓜果類。梨樹的果實。,,梨,木本植物。落葉喬木，開白花，果實可吃，木材可做木刻之用。
,棄世,去世、逝世。,,死亡,喪失生命。
,棄世,去世、逝世。,,過身,過世、逝世、死亡。
,棄世,去世、逝世。,,過往,死亡、過世。
,棄世,去世、逝世。,,百歲年老,指人高壽而善終，或期許如此。
,條直,憨直、坦率。,,忠直,形容人秉性忠誠正直。
,條直,憨直、坦率。,,直,行為或性格坦白爽快。
,欲暗仔,傍晚。快要天黑的時候。,,暗頭仔,傍晚、天剛黑的時候。
,淋,澆，水或液體由上往下落。,,沃,澆、淋。
,淚,從眼睛流出的液體，也指蠟燭的溶蠟。,,目屎,眼淚。
,淺,引申為顯明、無深度。,,淺現,淺顯、淺而易見。
,添,加、增、補。,,加,增益、添加。
,添,加、增、補。,,加,增益、添加。
,添,加、增、補。,,補添,添補、補充。
,清,使乾淨、使明白。,,消敨,疏通不流動的空氣、積水等。
,添丁,生兒子。古時候稱男子為「丁」(ting)，所以稱家族中增加男性成員為「添丁」。,,出丁,生男孩子。
,淹大水,水災、發水。,,做大水,水災、淹水。
,淹水,被水覆蓋。,,做大水,水災、淹水。
,清火,去火。消除體內火氣。,,退火,降火氣，中醫上指消除病理上口乾舌燥等現象。
,淺色,顏色較淺。在色彩的彩度較低，明度較高的顏色。,,笑色,淺色。
,深夜,半夜、子夜。深更半夜。,,半暝,半夜、深夜。
,淋雨,被雨淋。,,沃雨,淋雨。
,清幽,環境清靜幽雅。,,幽雅,清靜雅致。
,清氣,乾淨、清潔。,,清潔,乾淨、潔淨。沒有灰塵、汙漬或雜物。
,清寒,清貧、貧寒。,,散赤,貧窮、窮困。缺乏錢財，生活拮据困乏。
,清寒,清貧、貧寒。,,散食,貧窮。缺乏錢財，生活拮据困乏。
,添飯,盛飯。將飯裝入碗中。,,貯飯,盛飯。將飯裝入碗器中。
,淺想,未經過深思熟慮的猜測。,,土想,指事情不需細想即可知道。
,清潔,乾淨、潔淨。沒有灰塵、汙漬或雜物。,,清氣,乾淨、清潔。
,淡薄仔,一點點。微量的、些微的。,,一寡仔,一點點、一些些。
,淡薄仔,一點點。微量的、些微的。,,皮皮仔,約略的、稍微的。
,淡薄仔,一點點。微量的、些微的。,,分分仔,一點兒。
,爽,心中感到痛快舒暢。,,暢,高興雀躍的樣子。有些地方的女性不說「暢」這個詞，因為會引發跟「性」有關的聯想。
,猛,行動迅速。,,緊,快、迅速。
,猛,旺盛而強烈的樣子。,,旺,興盛的。
,猛,旺盛而強烈的樣子。,,炎,形容火勢或陽光猛烈。
,猜,推測、想像。,,臆,猜測。
,牽手,太太、老婆。,,某,妻子、太太、老婆。
,牽手,太太、老婆。,,查某人,太太、妻子。
,牽手,太太、老婆。,,家後,妻子、太太。
,牽手,太太、老婆。,,牽的,妻子、太太。
,牽手,太太、老婆。,,娘囝,娘子、妻子。是比較文言的用法，多在戲劇中的使用。
,牽手,太太、老婆。,,厝內人,借指妻子。
,牽牛,天牛。昆蟲的一種。,,牛犅𨂿,天牛。昆蟲名，天牛科，鞘翅目昆蟲的一個科。已知有兩萬六千種以上，皆為完全變態的昆蟲。以食草為主，包括多種嚴重的害蟲。幼蟲會鑽進木材裡，不僅會破壞林木、果樹，連木造建築物也會被破壞。
,現世,丟臉、丟人現眼。,,卸世眾,丟人現眼。
,現世,丟臉、丟人現眼。,,卸面皮,丟臉、丟人現眼。
,現世,丟臉、丟人現眼。,,卸世卸眾,丟人現眼。
,現世,丟臉、丟人現眼。,,卸衰,丟臉、沒面子。
,牽成,栽培、提拔。,,扶挺,引申為幫助、扶持。
,現此時,現在、目前。,,這站,這陣子、現在。說話當時的前後一段時間或一個節點。
,現此時,現在、目前。,,這馬,現在。
,現此時,現在、目前。,,現時,現在、當前。
,爽快,開心、愉快、心情好。,,心爽,心裡舒適暢快。
,牽拖,牽連、連累。,,牽連,涉及、牽扯。
,牽拖,牽連、連累。,,牽闔,連累、拖累。
,牽的,妻子、太太。,,太太,丈夫稱呼自己的妻子。 
,牽的,妻子、太太。,,某,妻子、太太、老婆。
,牽的,妻子、太太。,,家後,妻子、太太。
,牽的,妻子、太太。,,牽手,太太、老婆。
,牽的,妻子、太太。,,厝內人,借指妻子。
,現金,現款。現在就有或立即可付的錢。,,手面,現金。手頭上現有的財物。
,現金,現款。現在就有或立即可付的錢。,,金,錢。
,現金,現款。現在就有或立即可付的錢。,,現仔,現款、現金。指現在就有或立刻可支付的錢。
,牽粉,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。,,牽羹,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。
,牽連,涉及、牽扯。,,牽拖,牽連、連累。
,牽連,涉及、牽扯。,,牽磕,牽連在一起。
,牽連,涉及、牽扯。,,牽闔,連累、拖累。
,猜想,猜測、料想。,,料算,預料、推算。
,猜想,猜測、料想。,,推測,推想揣測。
,猜疑,懷疑、可疑。,,可疑,令人懷疑。
,猜疑,懷疑、可疑。,,憢疑,猜疑。對人或事猜忌疑慮。
,猜疑,懷疑、可疑。,,懷疑,心中存有疑惑。
,牽羹,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。,,牽粉,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。
,牽羅經,看風水。,,看風水,堪輿。藉由觀看房屋或墳地的方向以及周圍的地脈、山勢、水流等，來決定吉凶禍福的傳統見解。
,瓶,盛裝液體的高長形容器。,,矸,瓶子。
,瓶,盛裝液體的高長形容器。,,壺,泛指瓶口小、瓶身大的容器，通常用來盛裝液體。
,瓶,盛裝液體的高長形容器。,,壺,指瓶口小、瓶身大的容器，通常用來盛裝液體。
,瓶,盛裝液體的高長形容器。,,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。
,疏,不密集。,,櫳,稀疏的。
,痔,直腸末端或肛門附近的靜脈曲張，而形成的突出物，會造成疼痛及血便。,,外痔,病名。生在肛門外面的痔瘡。
,痕,計算痕跡的單位。,,巡,計算條狀痕跡的單位。
,痕,計算痕跡的單位。,,逝,條、行。計算線條或條列文字的單位。
,略仔,稍微、約略。,,略略仔,稍微、約略、些許。
,盒仔餅,訂婚禮餅。指盒裝禮餅、喜餅禮盒。現代人大多以西餅為主，用西式或日式的喜餅來代替傳統的大餅。,,大餅,喜餅、禮餅。訂婚時女方贈給親友的餅。
,甜瓜,香瓜。瓜果類。一年生蔓生草本，原產於熱帶地方的印度和非洲一帶，果實帶有香氣，可以食用。,,芳瓜,香瓜。瓜果類。一年生蔓生草本，原產於熱帶地方的印度和非洲一帶，可以食用。因為果實帶有香氣，所以稱「芳瓜」。
,甜瓜,香瓜。瓜果類。一年生蔓生草本，原產於熱帶地方的印度和非洲一帶，果實帶有香氣，可以食用。,,梨仔瓜,香瓜、甜瓜。產地主要位於臺灣本島的南部與東部，品種主要分為黃皮棗瓜及青皮梨瓜兩大脆瓜類。
,眵目,眼花。形容人視力模糊，看不清楚。,,目花,眼花。視力模糊，看不清楚。引申喻人觀察能力不靈敏。
,眼前,目前、現在。,,目前,最近、現在。
,眼神,眼睛的神態。,,目神,目光、眼神。
,甜茶,加了糖的茶，通常是指訂婚或結婚時，用來招待客人的飲料。,,甜湯,製成湯狀的甜食。
,理財,治理財政、管理財務。,,扞數,管理帳務。
,理財,治理財政、管理財務。,,管數,管帳。管理金錢進出的帳目。
,產婆,舊時社會中，幫忙產婦分娩的婦女。,,助產士,受過專業的訓練，領有執照，從事接生工作的人。
,產婆,舊時社會中，幫忙產婦分娩的婦女。,,抾囝母,接生婆。
,略略仔,稍微、約略、些許。,,略仔,稍微、約略。
,略略仔,稍微、約略、些許。,,頗略仔,稍微、約略、些許。
,甜湯,製成湯狀的甜食。,,甜茶,加了糖的茶，通常是指訂婚或結婚時，用來招待客人的飲料。
,甜湯,製成湯狀的甜食。,,甜路,甜品、甜食。甜味點心的總稱。
,痕跡,事物經過所遺留下來的跡象。,,影跡,形跡、蹤跡。
,甜路,甜品、甜食。甜味點心的總稱。,,甜湯,製成湯狀的甜食。
,甜蜜,形容食物的味道甜得像蜂蜜一樣。大多比喻生活過得幸福愉快。,,甘甜,甜美。
,痔瘡,病名。主要是由於直腸內靜脈血管擴大曲張而成，因發生部位不同，有內痔與外痔之分。,,外痔,病名。生在肛門外面的痔瘡。
,眷屬,親人、家屬。,,厝內人,家眷。指眷屬。
,票,印的或寫的用來作為憑證以產生效力的紙張。,,券,可以用來作為憑證的票據。
,祭,配合典禮、儀式，並用牲禮來拜鬼神，或已經往生的人。,,祀,設立神佛、祖先牌位。
,窒,塞。把孔洞或縫隙堵起來。,,塞,阻礙不通。
,笠,斗笠。以竹籜或蒲葵製成，可用來遮陽。,,笠仔,斗笠。用來遮日光、雨水的竹笠。
,笠,斗笠。以竹籜或蒲葵製成，可用來遮陽。,,瓜笠仔,用竹篾和竹葉做成的斗笠。
,符,道家用來驅鬼避邪的祕密圖文。,,土符仔,原指民間的符籙，後常用來諷指太過潦草的字或胡亂的畫作。
,笠仔,斗笠。用來遮日光、雨水的竹笠。,,笠,斗笠。以竹籜或蒲葵製成，可用來遮陽。
,笠仔,斗笠。用來遮日光、雨水的竹笠。,,瓜笠仔,用竹篾和竹葉做成的斗笠。
,笠仔,斗笠。用來遮日光、雨水的竹笠。,,草笠仔,用「大甲草」(Tāi-kah-tsháu)製成的斗笠。
,符仔,符籙。一種道家用來役使鬼神的神祕文字。焚燒符籙治療頑疾或祈求平安是臺灣常見的民俗療法。,,土符仔,原指民間的符籙，後常用來諷指太過潦草的字或胡亂的畫作。
,祧仔內,宗親。同宗族的親屬。,,宗親,同一個祖先，有血緣關係的親族。
,祧仔內,宗親。同宗族的親屬。,,公族仔,宗親。同宗族的親屬。
,符合,相合、吻合。,,對同,吻合、恰當。
,窒倒街,到處都有、充斥四處。貨物多到把整條街塞得滿滿的，用來比喻東西非常多。,,滿四界,處處、遍地。到處都是。
,窒倒街,到處都有、充斥四處。貨物多到把整條街塞得滿滿的，用來比喻東西非常多。,,規山坪,滿山遍野。
,窒倒街,到處都有、充斥四處。貨物多到把整條街塞得滿滿的，用來比喻東西非常多。,,規山坪,比喻到處都是。
,粒,計算顆粒狀物品的單位。,,鈕,計算鈕扣數量的單位。
,紩,縫紉、縫合。,,縫,以針線使布料相接合。
,紮,攜帶。,,帶,攜、拿。
,細,小。,,幼,小的、細的。
,紲,接、續。,,繼續,連續而不間斷。
,紺,藍色。源自日語「紺（こん）」。,,紺色,深藍色、蔚藍色。源自日語。
,紺,藍色。源自日語「紺（こん）」。,,藍,一種可製作顏料的植物，現在專指製出的這種顏色；也指一種顏色。
,缽,泛指可盛酒、裝東西或洗滌東西的圓形金屬或陶瓷用具。,,碗,盛飯的器具。
,紲手,順手、隨手。,,順手,隨手。在非刻意的狀態下進行動作。
,紲手,順手、隨手。,,綴手,順手、隨手。
,紺色,深藍色、蔚藍色。源自日語。,,紺,藍色。源自日語「紺（こん）」。
,紲拍,指表現順利或說話流利的樣子。,,滑溜,說話流利順暢的樣子。
,粗勇,粗壯。形容人體格粗大健壯。,,勇壯,身體強壯。
,粗俗物仔,便宜貨。廉價而粗糙的東西。,,粗俗貨,便宜貨。品質不高、不精細，價值又不貴的貨品。
,粗俗貨,便宜貨。品質不高、不精細，價值又不貴的貨品。,,粗俗物仔,便宜貨。廉價而粗糙的東西。
